FACILITY,FIELD_FAB,ALL_LOTS,DATETIME,TEXT,PREDICTION
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:00.680229+01:00,RULE_LTS1 0.0021281242370605 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:06.430832+01:00,RULE_LTS1 0.0009350776672363 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:12.72984+01:00,Start_SHIPPING_Scan_Go 0.0009469985961914 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:23.491687+01:00,Model_Context_Scan_Go 3.7661919593811 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:30.152432+01:00,RULE_LTS1 0.0009870529174804 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:31.108649+01:00,Model_Context_Scan_Go 0.0006799697875976 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:39.533473+01:00,PROCESSWORK_TM 0.000925064086914 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:43.561593+01:00,RULE_LTS1 0.0008189678192138 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:45.883621+01:00,RULE_LTS1 0.0009160041809082 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:54.130365+01:00,RULE_LTS1 0.0008289813995361 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:50:54.308136+01:00,MVOUT_Context_Lot_Scan_Go 0.0005609989166259 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:01.740363+01:00,RULE_LTS1 0.0019640922546386 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:03.811617+01:00,Model_Context_Scan_Go 0.0009198188781738 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:07.082344+01:00,PROCESSWORK_TM 0.0007998943328857 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:11.624599+01:00,PROCESSWORK_TM 0.0008699893951416 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:14.717506+01:00,RULE_LTS1 0.0014100074768066 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:20.744539+01:00,RULE_LTS1 0.0020668506622314 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:24.370219+01:00,RULE_LTS1 0.0010061264038085 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:29.912899+01:00,Check_CMP_avail 0.0008440017700195 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:34.134304+01:00,Lot_Next_Oper_Scan_Go 0.0008881092071533 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:36.107202+01:00,Start_IMPLANT_Scan_Go 0.000885009765625 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:40.554186+01:00,Lot_Next_Oper_Scan_Go 0.0861120223999023 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:45.207808+01:00,RULE_LTS1 0.0006630420684814 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:49.695958+01:00,LOT_TELTAG_REFRESH_INTELLION_NEW 0.0009589195251464 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:51.151492+01:00,Start_REMOVAL_DRS_Scan_Go 0.0009019374847412 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:51:56.400535+01:00,PROCESSWORK_TM 0.0009560585021972 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:02.48909+01:00,RULE_LTS1 0.0015740394592285 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:02.272695+01:00,Model_Context_Scan_Go 0.000939130783081 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:11.054984+01:00,RTD_WIPPER_TRANSPORT_DEST 0.0009961128234863 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:11.862288+01:00,MVOUT_Context_Lot_Scan_Go 0.000709056854248 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:21.320682+01:00,MVOUT_Context_Lot_Scan_Go 0.300017833709717 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:23.161059+01:00,PROCESSWORK_TM 0.0009131431579589 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:28.455459+01:00,PROCESSWORK_TM 0.000910997390747 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:29.662067+01:00,PROCESSWORK_TM 0.001072883605957 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:32.234506+01:00,Start_MS_HIVAC 0.770334005355835 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:37.694667+01:00,RULE_LTS1 0.0006239414215087 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:33.049893+01:00,Model_Context_Scan_Go 0.0018799304962158 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:39.817364+01:00,RULE_LTS1 0.0301849842071533 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:52.556541+01:00,RULE_LTS1 0.0007729530334472 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:48.051787+01:00,MVOUT_Context_Lot_Scan_Go 0.543041944503784 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:52:52.796471+01:00,Model_Context_Scan_Go 0.0008869171142578 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:02.640597+01:00,RULE_LTS1 0.0010251998901367 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:04.373679+01:00,SplitDIFF_Scan_Go 0.0009710788726806 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:12.665637+01:00,RULE_LTS1 0.0008540153503417 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:14.589518+01:00,RULE_LTS1 0.0007638931274414 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:20.731248+01:00,RULE_LTS1 0.0007770061492919 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:20.734038+01:00,Start_VISUAL_BACK_Scan_Go 0.0002589225769042 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:30.934545+01:00,RULE_LTS1 0.0522329807281494 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:30.922013+01:00,MVOUT_Context_Lot_Scan_Go 2.01321697235107 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:40.2121+01:00,RULE_LTS1 0.0027639865875244 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:47.576403+01:00,RTD_WIPPER_TRANSPORT_DEST 0.0008690357208251 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:49.497181+01:00,RULE_LTS1 0.00089693069458 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:53:56.339931+01:00,Start_METAL_RTA_Scan_Go 0.0008430480957031 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:05.75164+01:00,RULE_LTS1 0.0017259120941162 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:18.217794+01:00,RULE_LTS1 1.04733204841614 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:19.67601+01:00,RULE_LTS1 1.28363680839539 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:25.353304+01:00,RULE_LTS1 0.0008349418640136 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:37.84972+01:00,RULE_LTS1 0.630255937576294 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:51.164141+01:00,Model_Context_Scan_Go 5.3236289024353 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:50.957724+01:00,Start_CD_Scan_Go 7.97829294204712 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:54:58.443857+01:00,Lot_Next_Entity_Scan_Go 5.1443829536438 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:11.972593+01:00,Start_OV_Scan_Go 7.68736982345581 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:17.996113+01:00,RULE_LTS1 4.49591684341431 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:17.999749+01:00,PROCESSWORK_TM 3.00106906890869 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:20.206338+01:00,RULE_LTS1 0.0009691715240478 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:24.169957+01:00,MVOUT_Context_Lot_Scan_Go 0.0008819103240966 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:37.587906+01:00,RULE_LTS1 0.0009281635284423 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:40.496077+01:00,LOT_TELTAG_REFRESH_INTELLION_NEW 0.0008950233459472 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:43.713718+01:00,Lot_Next_Oper_Scan_Go 0.0015640258789062 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:48.676876+01:00,RULE_LTS1 1.4491240978241 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:48.682906+01:00,Start_BACK_HWT_Scan_Go 0.462271928787231 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:55:54.484326+01:00,RULE_LTS1 0.0009100437164306 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:02.52576+01:00,RULE_LTS1 0.0008659362792968 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:05.054508+01:00,Start_OV_Scan_Go 0.000910997390747 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:21.182712+01:00,RULE_LTS1 0.634855031967163 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:20.555248+01:00,MVOUT_Context_Lot_Scan_Go 1.51387000083923 CTNSX00361,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:28.181734+01:00,RULE_LTS1 0.0009229183197021 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:25.383277+01:00,Model_Context_Scan_Go 0.0008730888366699 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:37.558699+01:00,RULE_LTS1 0.0008339881896972 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:42.739957+01:00,Model_Context_Scan_Go 0.00095796585083 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:47.931173+01:00,Start_BACK_HWT_Scan_Go 0.0008058547973632 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:49.305935+01:00,RULE_LTS1 0.0009970664978027 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:56:55.87858+01:00,Get_context_etch_MS_E 0.0018510818481445 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:00.213592+01:00,Start_BACK_HWT_Scan_Go 0.933394908905029 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:02.100022+01:00,RULE_LTS1 0.265944957733154 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:08.423518+01:00,RULE_LTS1 0.0008940696716308 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:09.972002+01:00,RULE_LTS1 0.0007631778717041 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:15.478698+01:00,Model_Context_Scan_Go 0.0013151168823242 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:16.957221+01:00,RULE_LTS1 0.0009288787841796 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:22.262961+01:00,Model_Context_Scan_Go 0.0008749961853027 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:27.447207+01:00,Enable_IMPLANT_specie 0.0011570453643798 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:32.307528+01:00,MVOUT_Context_Lot_Scan_Go 0.161048889160156 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:32.307484+01:00,MVOUT_Context_Lot_Scan_Go 0.169295787811279 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:41.499694+01:00,RULE_LTS1 0.0012640953063964 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:40.04771+01:00,Start_DIFFUSION_VF_Scan_Go 0.0009138584136962 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:45.080558+01:00,RULE_LTS1 0.0008590221405029 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:47.187275+01:00,RULE_LTS1 0.000849962234497 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:53.240754+01:00,RULE_LTS1 0.0010318756103515 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:53.445137+01:00,Model_Context_Scan_Go 0.0008881092071533 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:57.040884+01:00,Start_LEIKA_Scan_Go 0.0007970333099365 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:57:58.756975+01:00,Transport_with_Vector 0.0010609626770019 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:04.296132+01:00,RULE_LTS1 0.0013010501861572 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:07.413306+01:00,RULE_LTS1 0.0008227825164794 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:10.393107+01:00,RULE_LTS1 0.0009601116180419 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:20.644807+01:00,RULE_LTS1 0.0475358963012695 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:23.244261+01:00,RULE_LTS1 0.0009000301361083 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:32.313403+01:00,MVOUT_Context_Lot_Scan_Go 0.0008940696716308 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:32.871137+01:00,ChangeCarrier_Scan_Go 0.0008277893066406 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:42.956712+01:00,RULE_LTS1 0.0008621215820312 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:58:43.68295+01:00,MVOUT_Context_Lot_Scan_Go 0.0597460269927979 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 07:59:00.075365+01:00,RULE_LTS1 0.157958984375 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:14.452512+01:00,RULE_LTS1 0.0008530616760253 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:16.85261+01:00,RULE_LTS1 0.0008020401000976 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:21.893679+01:00,RULE_LTS1 0.0009059906005859 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:29.554456+01:00,RULE_LTS1 0.0009560585021972 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:29.615233+01:00,RULE_LTS1 0.0008320808410644 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:21.941624+01:00,ChangeCarrier_Scan_Go 0.0006608963012695 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:38.610519+01:00,MVOUT_Context_Lot_Scan_Go 0.0007991790771484 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:41.237301+01:00,RULE_LTS1 0.0007691383361816 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:51.825005+01:00,RULE_LTS1 0.0009341239929199 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:57.595099+01:00,Start_TM_Scan_Go_LPR 0.0010349750518798 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:54.895493+01:00,ChangeCarrier_Scan_Go 0.0008249282836914 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:00.069108+01:00,Start_REMOVAL_SRR_Scan_Go 0.0009689331054687 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:04.154601+01:00,Start_BACK_PFP_Scan_Go 0.0009200572967529 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:10.433951+01:00,Model_Context_Scan_Go 0.800664901733398 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:12.882573+01:00,Model_Context_Scan_Go 0.000931978225708 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:15.175826+01:00,MVOUT_Context_Lot_Scan_Go 0.0009341239929199 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:23.225294+01:00,Get_Mask 0.0009069442749023 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:22.669672+01:00,Start_BACK_PFP_Scan_Go 0.0008890628814697 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:32.705132+01:00,RULE_LTS1 0.000964879989624 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:38.310089+01:00,RULE_LTS1 0.0008950233459472 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:44.102328+01:00,RULE_LTS1 0.0009210109710693 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:44.408923+01:00,RTD_WIPPER_TRANSPORT_DEST 0.000892162322998 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:50.515094+01:00,Model_Context_Scan_Go 0.0010139942169189 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:54.128367+01:00,ALIGN_BATCH_Scan_Go 0.0009489059448242 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:04.371133+01:00,RULE_LTS1 0.0009009838104248 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:03.112709+01:00,Lot_Next_Oper_Scan_Go 0.0010151863098144 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:10.905282+01:00,Start_OV_Scan_Go 0.0008599758148193 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:11.349173+01:00,Start_IMPLANT_Scan_Go 0.0009350776672363 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:18.23212+01:00,RULE_LTS1 0.0009489059448242 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:18.714718+01:00,Model_Context_Scan_Go 0.0016291141510009 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:23.931792+01:00,RULE_LTS1 0.0008561611175537 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:32.726238+01:00,RULE_LTS1 0.0009520053863525 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:27.114148+01:00,MVOUT_Context_Lot_Scan_Go 0.0009050369262695 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:24.400761+01:00,Start_CLEANING_WBP_Scan_Go 0.0008161067962646 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:37.160505+01:00,Get_context_etch_MS_E 0.0008530616760253 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:31.889458+01:00,MVOUT_Context_Lot_Scan_Go 0.0007050037384033 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:40.828927+01:00,MVOUT_Context_Lot_Scan_Go 0.0007760524749755 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:43.004692+01:00,RULE_LTS1 0.0006270408630371 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:50.646508+01:00,RULE_LTS1 0.0016529560089111 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:52.422563+01:00,RULE_LTS1 0.0009448528289794 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:48.565437+01:00,MVOUT_Context_Lot_Scan_Go 0.0008811950683593 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:59.759655+01:00,RULE_LTS1 0.0008089542388916 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:55.468502+01:00,Start_IMPLANT_Scan_Go 0.0007359981536865 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:04.38501+01:00,RULE_LTS1 0.0012810230255127 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:10.291231+01:00,Lot_Next_Oper_Scan_Go 0.0009710788726806 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:18.485249+01:00,RULE_LTS1 0.0009050369262695 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:09.042223+01:00,Start_CLEANING_WBP_Scan_Go 0.885687828063965 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:14.186453+01:00,MVOUT_Context_Lot_Scan_Go 0.0006639957427978 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:25.885025+01:00,RULE_LTS1 0.0008509159088134 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:26.072337+01:00,ChangeCarrier_Scan_Go 0.0008521080017089 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:34.524294+01:00,RULE_LTS1 0.0009820461273193 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:30.607949+01:00,Model_Context_Scan_Go 0.0011420249938964 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:36.331616+01:00,Lot_Next_Oper_Scan_Go 0.0008928775787353 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:41.322935+01:00,RULE_LTS1 0.0008790493011474 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:44.2183+01:00,ALIGN_BATCH_Scan_Go 0.0009238719940185 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:54.440157+01:00,RTD_WIPPER_TRANSPORT_DEST 0.0012178421020507 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:56.427287+01:00,Start_EPI_PM09_Scan_Go 0.0011599063873291 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:01.549173+01:00,RULE_LTS1 0.0009839534759521 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:00.788704+01:00,Model_Context_Scan_Go 0.0010449886322021 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:07.775014+01:00,RULE_LTS1 0.0009939670562744 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:13.651259+01:00,RULE_LTS1 0.0013458728790283 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:23.202617+01:00,Start_METAL_RTA_Scan_Go 0.0009539127349853 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:26.308675+01:00,RULE_LTS1 0.0009260177612304 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:31.919267+01:00,Model_Context_CMGEN_Scan_Go_LANCIO 0.0008370876312255 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:33.06006+01:00,RULE_LTS1 0.0009150505065917 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:35.105305+01:00,RULE_LTS1 0.0008599758148193 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:44.848756+01:00,RULE_LTS1 0.0009441375732421 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:46.382061+01:00,RULE_LTS1 0.0009169578552246 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:52.071919+01:00,RULE_LTS1 0.0008089542388916 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:49.309916+01:00,MVOUT_Context_Lot_Scan_Go 0.0009641647338867 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:00.595303+01:00,RULE_LTS1 0.0009820461273193 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:56.093273+01:00,MVOUT_Context_Lot_Scan_Go 0.0006039142608642 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:04.001462+01:00,RULE_LTS1 0.0010230541229248 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:07.500518+01:00,RULE_LTS1 0.0008299350738525 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:13.373186+01:00,RULE_LTS1 0.000809907913208 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:11.950988+01:00,MVOUT_Context_Lot_Scan_Go 0.0009219646453857 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:20.341497+01:00,RULE_LTS1 0.0009419918060302 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:24.731919+01:00,RTD_WIPPER_TRANSPORT_DEST 0.0008749961853027 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:26.130862+01:00,RULE_LTS1 0.0007569789886474 CTNSX00361,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:26:28.739736+01:00,ChangeCarrier_Scan_Go 0.0008809566497802 CTNSX00361,0
